id,body,date,amount,sender,recipient_name,recipient_phone,fee,new_balance,transaction_type
82,"You have received 200 RWF from Linda Green (*********691) on your mobile money account at 2024-05-29 14:00:51. Message from sender: . Your new balance:1600 RWF. Financial Transaction Id: 90281203550.","2024-05-29 12:00:51",200,"linda green",unknown,N/A,0,1600,"Incoming Money"
83,"*113*R*A bank deposit of 15000 RWF has been added to your mobile money account at 2024-05-29 17:18:18. Your NEW BALANCE :16600 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-29 15:18:18",15000,"unknown sender","your mobile money account at",2024,0,16600,"Bank Deposit"
84,"*165*S*10000 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-05-29 17:19:05 . Fee was: 100 RWF. New balance: 6500 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-05-29 15:19:05",10000,"unknown sender","alex doe",250791666666,100,6500,"Transfer to Mobile"
85,"*165*S*6000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-05-29 19:08:37 . Fee was: 100 RWF. New balance: 400 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-05-29 17:08:37",6000,"unknown sender","alex doe",250788999999,100,400,"Transfer to Mobile"
86,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-05-30 12:13:58. Your NEW BALANCE :5400 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-30 10:13:58",5000,"unknown sender","your mobile money account at",2024,0,5400,"Bank Deposit"
87,"TxId: 59054859038. Your payment of 1,800 RWF to Jane Smith 39230 has been completed at 2024-05-30 12:14:29. Your new balance: 3,600 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-05-30 10:14:29",1800,"unknown sender","jane smith",39230,0,3600,"Payment to Code Holder"
88,"*165*S*1200 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-05-30 17:03:08 . Fee was: 100 RWF. New balance: 2300 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-05-30 15:03:08",1200,"unknown sender","jane smith",250789888888,100,2300,"Transfer to Mobile"
89,"*165*S*1500 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-05-30 19:06:00 . Fee was: 100 RWF. New balance: 700 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-05-30 17:06:00",1500,"unknown sender","robert brown",250791666666,100,700,"Transfer to Mobile"
90,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-05-31 09:39:09. Your NEW BALANCE :5700 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-31 07:39:09",5000,"unknown sender","your mobile money account at",2024,0,5700,"Bank Deposit"
91,"TxId: 49894890981. Your payment of 1,700 RWF to Linda Green 61690 has been completed at 2024-05-31 09:39:36. Your new balance: 4,000 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-05-31 07:39:36",1700,"unknown sender","linda green",61690,0,4000,"Payment to Code Holder"
92,"TxId: 36362293540. Your payment of 1,500 RWF to Jane Smith 80677 has been completed at 2024-05-31 12:57:20. Your new balance: 2,500 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-05-31 10:57:20",1500,"unknown sender","jane smith",80677,0,2500,"Payment to Code Holder"
93,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-05-21 18:15:06. Your NEW BALANCE :6550 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-21 16:15:06",5000,"unknown sender","your mobile money account at",2024,0,6550,"Bank Deposit"
94,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-01 01:28:58. Your NEW BALANCE :6480 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-31 23:28:58",5000,"unknown sender","your mobile money account at",2024,0,6480,"Bank Deposit"
95,"*165*S*1500 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-06-01 01:43:33 . Fee was: 100 RWF. New balance: 4880 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-05-31 23:43:33",1500,"unknown sender","samuel carter",250789888888,100,4880,"Transfer to Mobile"
96,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-01 11:28:55. Your NEW BALANCE :9880 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-01 09:28:55",5000,"unknown sender","your mobile money account at",2024,0,9880,"Bank Deposit"
97,"*165*S*5000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-01 11:30:05 . Fee was: 100 RWF. New balance: 4780 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-01 09:30:05",5000,"unknown sender","jane smith",250790777777,100,4780,"Transfer to Mobile"
98,"TxId: 38069282043. Your payment of 4,050 RWF to Jane Smith 20505 has been completed at 2024-06-01 14:35:41. Your new balance: 730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-01 12:35:41",4050,"unknown sender","jane smith",20505,0,730,"Payment to Code Holder"
99,"*113*R*A bank deposit of 15000 RWF has been added to your mobile money account at 2024-06-01 19:46:10. Your NEW BALANCE :15730 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-01 17:46:10",15000,"unknown sender","your mobile money account at",2024,0,15730,"Bank Deposit"
100,"TxId: 66215693108. Your payment of 1,000 RWF to Samuel Carter 81957 has been completed at 2024-06-01 19:46:46. Your new balance: 14,730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-01 17:46:46",1000,"unknown sender","samuel carter",81957,0,14730,"Payment to Code Holder"
101,"TxId: 37706238756. Your payment of 900 RWF to Robert Brown 96964 has been completed at 2024-06-01 19:48:05. Your new balance: 13,830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-01 17:48:05",900,"unknown sender","robert brown",96964,0,13830,"Payment to Code Holder"
102,"*165*S*10000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-06-01 19:49:38 . Fee was: 100 RWF. New balance: 3730 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-01 17:49:38",10000,"unknown sender","alex doe",250790777777,100,3730,"Transfer to Mobile"
103,"TxId: 22989641020. Your payment of 1,500 RWF to Linda Green 38423 has been completed at 2024-06-01 19:51:37. Your new balance: 2,230 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-01 17:51:37",1500,"unknown sender","linda green",38423,0,2230,"Payment to Code Holder"
104,"*165*S*2000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-06-02 17:28:41 . Fee was: 100 RWF. New balance: 130 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-02 15:28:41",2000,"unknown sender","alex doe",250790777777,100,130,"Transfer to Mobile"
105,"*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-05-26 17:18:51. Your NEW BALANCE :10450 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-05-26 15:18:51",10000,"unknown sender","your mobile money account at",2024,0,10450,"Bank Deposit"
106,"TxId: 28025360855. Your payment of 2,000 RWF to Alex Doe 65474 has been completed at 2024-06-02 21:10:45. Your new balance: 3,130 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-02 19:10:45",2000,"unknown sender","alex doe",65474,0,3130,"Payment to Code Holder"
107,"*165*S*1500 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-06-03 09:24:24 . Fee was: 100 RWF. New balance: 1530 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-03 07:24:24",1500,"unknown sender","robert brown",250788999999,100,1530,"Transfer to Mobile"
108,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-03 13:08:48. Your NEW BALANCE :6530 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-03 11:08:48",5000,"unknown sender","your mobile money account at",2024,0,6530,"Bank Deposit"
109,"TxId: 32615649069. Your payment of 3,500 RWF to Jane Smith 14003 has been completed at 2024-06-03 13:10:42. Your new balance: 3,030 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-03 11:10:42",3500,"unknown sender","jane smith",14003,0,3030,"Payment to Code Holder"
110,"*165*S*1500 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-06-03 13:32:11 . Fee was: 100 RWF. New balance: 1430 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-03 11:32:11",1500,"unknown sender","alex doe",250791666666,100,1430,"Transfer to Mobile"
111,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-03 15:32:37. Your NEW BALANCE :6430 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-03 13:32:37",5000,"unknown sender","your mobile money account at",2024,0,6430,"Bank Deposit"
112,"*165*S*1500 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-06-03 15:33:15 . Fee was: 100 RWF. New balance: 4830 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-03 13:33:15",1500,"unknown sender","linda green",250790777777,100,4830,"Transfer to Mobile"
113,"*165*S*1500 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-06-03 17:55:27 . Fee was: 100 RWF. New balance: 3230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-03 15:55:27",1500,"unknown sender","samuel carter",250788999999,100,3230,"Transfer to Mobile"
114,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-03 18:56:18. Your NEW BALANCE :8230 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-03 16:56:18",5000,"unknown sender","your mobile money account at",2024,0,8230,"Bank Deposit"
115,"TxId: 21910499837. Your payment of 4,800 RWF to Alex Doe 46942 has been completed at 2024-06-03 18:57:19. Your new balance: 3,430 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-03 16:57:19",4800,"unknown sender","alex doe",46942,0,3430,"Payment to Code Holder"
116,"TxId: 40412577651. Your payment of 1,300 RWF to Samuel Carter 46893 has been completed at 2024-06-03 19:34:13. Your new balance: 2,130 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-03 17:34:13",1300,"unknown sender","samuel carter",46893,0,2130,"Payment to Code Holder"
117,"TxId: 44021806588. Your payment of 1,500 RWF to Linda Green 96637 has been completed at 2024-06-04 09:32:38. Your new balance: 630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-04 07:32:38",1500,"unknown sender","linda green",96637,0,630,"Payment to Code Holder"
118,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-04 13:51:52. Your NEW BALANCE :5630 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-04 11:51:52",5000,"unknown sender","your mobile money account at",2024,0,5630,"Bank Deposit"
119,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-02 20:56:47. Your NEW BALANCE :5130 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-02 18:56:47",5000,"unknown sender","your mobile money account at",2024,0,5130,"Bank Deposit"
120,"TxId: 15037119744. Your payment of 2,100 RWF to Alex Doe 72233 has been completed at 2024-06-04 21:19:34. Your new balance: 30 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-04 19:19:34",2100,"unknown sender","alex doe",72233,0,30,"Payment to Code Holder"
121,"*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-06-05 09:49:25. Your NEW BALANCE :10030 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-05 07:49:25",10000,"unknown sender","your mobile money account at",2024,0,10030,"Bank Deposit"
122,"*165*S*2000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-06-05 09:49:59 . Fee was: 100 RWF. New balance: 7930 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-05 07:49:59",2000,"unknown sender","robert brown",250788999999,100,7930,"Transfer to Mobile"
123,"*165*S*3500 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-06-05 14:01:38 . Fee was: 100 RWF. New balance: 4330 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-05 12:01:38",3500,"unknown sender","jane smith",250789888888,100,4330,"Transfer to Mobile"
124,"*113*R*A bank deposit of 21000 RWF has been added to your mobile money account at 2024-06-05 17:19:19. Your NEW BALANCE :25330 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-05 15:19:19",21000,"unknown sender","your mobile money account at",2024,0,25330,"Bank Deposit"
125,"TxId: 25107231114. Your payment of 24,500 RWF to Alex Doe 27079 has been completed at 2024-06-05 17:19:49. Your new balance: 830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-05 15:19:49",24500,"unknown sender","alex doe",27079,0,830,"Payment to Code Holder"
126,"*113*R*A bank deposit of 200000 RWF has been added to your mobile money account at 2024-06-05 18:03:43. Your NEW BALANCE :200830 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-05 16:03:43",200000,"unknown sender","your mobile money account at",2024,0,200830,"Bank Deposit"
127,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-05 18:07:08. Your NEW BALANCE :205830 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-05 16:07:08",5000,"unknown sender","your mobile money account at",2024,0,205830,"Bank Deposit"
128,"*165*S*200000 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-06-05 18:07:34 . Fee was: 1500 RWF. New balance: 4330 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-05 16:07:34",200000,"unknown sender","jane smith",250791666666,1500,4330,"Transfer to Mobile"
129,"*165*S*2000 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-06-05 18:29:19 . Fee was: 100 RWF. New balance: 2230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-05 16:29:19",2000,"unknown sender","robert brown",250791666666,100,2230,"Transfer to Mobile"
130,"TxId: 19727516208. Your payment of 600 RWF to Linda Green 76533 has been completed at 2024-06-05 22:17:21. Your new balance: 1,630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-05 20:17:21",600,"unknown sender","linda green",76533,0,1630,"Payment to Code Holder"
131,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-06 08:18:21. Your NEW BALANCE :6630 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-06 06:18:21",5000,"unknown sender","your mobile money account at",2024,0,6630,"Bank Deposit"
132,"*165*S*2000 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-06-06 08:18:49 . Fee was: 100 RWF. New balance: 4530 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-06 06:18:49",2000,"unknown sender","jane smith",250788999999,100,4530,"Transfer to Mobile"
133,"*165*S*2000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-06 09:57:28 . Fee was: 100 RWF. New balance: 2430 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-06 07:57:28",2000,"unknown sender","jane smith",250790777777,100,2430,"Transfer to Mobile"
134,"*165*S*1500 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-06-06 13:54:42 . Fee was: 100 RWF. New balance: 830 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-06 11:54:42",1500,"unknown sender","robert brown",250790777777,100,830,"Transfer to Mobile"
135,"*164*S*Y'ello,A transaction of 600 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-06-06 16:19:01. Message from debit receiver: ITEC Pay. Your new balance:230 RWF. Fee was 0 RWF. Financial Transaction Id: 14262449979. External Transaction Id: c5e8bfeb-33d8-4eb2-8d22-154e5ff5e310.*EN#","2024-06-06 14:19:01",600,"unknown sender",unknown,N/A,0,230,"Transactions Initiated by Third Parties"
136,"*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-06 17:56:07. Your NEW BALANCE :5230 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-06 15:56:07",5000,"unknown sender","your mobile money account at",2024,0,5230,"Bank Deposit"
